year;country_id;income_group;ease_of_doing_business_rank;ease_of_doing_business_score;rank_starting_a_business;score_starting_a_business;procedures___men;score_procedures___men;time___men;score_time___men;cost___men;score_cost___men;procedures___women;score_procedures___women;time___women;score_time___women;cost___women;score_cost___women;paid_in_minimum_capital;score_paid_in_minimum_capital;rank_dealing_with_construction_permits;score_dealing_with_construction_permits;procedures;score_procedures;time;score_time;cost;score_cost;building_quality_control_index;score_building_quality_control_index;quality_of_building_regulations_index;quality_control_before_construction_index;quality_control_during_construction_index;quality_control_after_construction_index;liability_and_insurance_regimes_index;professional_certifications_index;rank_getting_electricity;score_getting_electricity;procedures_.1;score_procedures_.1;time_.1;score_time_.1;reliability_of_supply_and_transparency_of_tariff_index;score_reliability_of_supply_and_transparency_of_tariff_index;total_duration_and_frequency_of_outages_per_customer_a_year;mechanisms_for_monitoring_outages;mechanisms_for_restoring_service;regulatory_monitoring;financial_deterrents_aimed_at_limiting_outages;communication_of_tariffs_and_tariff_changes;system_average_interruption_duration_index;system_average_interruption_frequency_index;minimum_outage_time;price_of_electricity;rank_registering_property;score_registering_property;procedures_.2;score_procedures_.2;time_.2;score_time_.2;quality_of_land_administration_index;score_quality_of_land_administration_index;reliability_of_infrastructure_index;transparency_of_information_index;geographic_coverage_index;land_dispute_resolution_index;equal_access_to_property_rights_index;rank_getting_credit;score_getting_credit;strength_of_legal_rights_index;score_strength_of_legal_rights_index;depth_of_credit_information_index;score_depth_of_credit_information_index;getting_credit_total_score;credit_registry_coverage;credit_bureau_coverage;rank_protecting_minority_investors;score_protecting_minority_investors;extent_of_disclosure_index;score_extent_of_disclosure_index;extent_of_director_liability_index;score_extent_of_director_liability_index;ease_of_shareholder_suits_index;score_ease_of_shareholder_suits_index;strength_of_investor_protection_index;extent_of_shareholder_rights_index;score_extent_of_shareholder_rights_index;extent_of_ownership_and_control_index;score_extent_of_ownership_and_control_index;extent_of_corporate_transparency_index;score_extent_of_corporate_transparency_index;strength_of_minority_investor_protection_index;rank_paying_taxes;score_paying_taxes;payments;score_payments;total_tax_and_contribution_rate;score_total_tax_and_contribution_rate;profit_tax;labor_tax_and_contributions;other_taxes;time_to_comply_with_vat_refund;score_time_to_comply_with_vat_refund;time_to_obtain_vat_refund;score_time_to_obtain_vat_refund;time_to_comply_with_a_corporate_income_tax_correction;score_time_to_comply_with_a_corporate_income_tax_correction;time_to_complete_a_corporate_income_tax_correction;score_time_to_complete_a_corporate_income_tax_correction;score_postfiling_index;rank_trading_across_borders;score_trading_across_borders;time_to_export:_documentary_compliance;score_time_to_export:_documentary_compliance;time_to_import:_documentary_compliance;score_time_to_import:_documentary_compliance;time_to_export:_border_compliance;score_time_to_export:_border_compliance;time_to_import:_border_compliance;score_time_to_import:_border_compliance;cost_to_export:_documentary_compliance;score_cost_to_export:_documentary_compliance;cost_to_import:_documentary_compliance;score_cost_to_import:_documentary_compliance;cost_to_export:_border_compliance;score_cost_to_export:_border_compliance;cost_to_import:_border_compliance;score_cost_to_import:_border_compliance;documents_to_export;score_documents_to_export;documents_to_import;score_documents_to_import;cost_to_export;score_cost_to_export;cost_to_import;score_cost_to_import;time_to_export;score_time_to_export;time_to_import;score_time_to_import;rank_enforcing_contracts;score_enforcing_contracts;time_.3;score_time_.3;filing_and_service;trial_and_judgment;enforcement_of_judgment;attorney_fees;court_fees;enforcement_fees;quality_of_judicial_processes_index;score_quality_of_judicial_processes_index;court_structure_and_proceedings;case_management;court_automation;alternative_dispute_resolution;rank_resolving_insolvency;score_resolving_insolvency;outcome;recovery_rate;score_recovery_rate;strength_of_insolvency_framework_index;score_strength_of_insolvency_framework_index;commencement_of_proceedings_index;management_of_debtors_assets_index;reorganization_proceedings_index;creditor_participation_index
2007;50;Lower middle income;;;;45,5;11.0;41.17647;38.0;62.31156;139.9;30.03421;12.0;35.29412;39.0;61.30653;139.9;30.03421;192.4;51.90962;;;12;72.0;179;55.90778;12.4;37.94632;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;75;64.5933;;;;;;;;;;3;30;0;0.0;3;1.4;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;3335.359;36.26669;3335.359;47.31588;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,2;0;16.8;18.07156;9.0;56.25;2.0;5.5;0.5;1
2006;50;Lower middle income;;;;41,7;11.0;41.17647;37.0;63.31658;158.1;20.94815;12.0;35.29412;38.0;62.31156;158.1;20.94815;220.1;44.97501;;;12;72.0;179;55.90778;14;30.10132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;75;64.5933;;;;;;;;;;3;30;0;0.0;3;2.3;0.0;;;6.0;60;1.0;10;3.0;30;10.0;;;;;;;;;;61;3.33333;64.5;41.84384;0;32.5;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;11;0.0;10;38.46154;4046.774;20.76745;4046.774;34.68332;50.0;8.33333;62.0;6.45161;;;560.0;63.93443;;;;;;;;;;;;;;37,2;0;16.8;18.07156;9.0;56.25;2.0;5.5;0.5;1
2005;50;Lower middle income;;;;38,4;11.0;41.17647;37.0;63.31658;172.3;13.82902;12.0;35.29412;38.0;62.31156;172.3;13.82902;244.6;38.85917;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;75;64.5933;;;;;;;;;;3;30;0;0.0;3;0.1;0.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560.0;63.93443;;;;;;;;;;;;;;36,9;0;16.3;17.5661;9.0;56.25;2.0;5.5;0.5;1
2004;50;Lower middle income;;;;39,2;11.0;41.17647;37.0;63.31658;168.9;15.54709;12.0;35.29412;38.0;62.31156;168.9;15.54709;238.7;40.33511;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;560.0;63.93443;;;;;;;;;;;;;;36,9;0;16.3;17.5661;9.0;56.25;2.0;5.5;0.5;1
2020;53;Upper middle income;74;69,2;144;79,9;10.0;47.05882;23.0;77.38693;9.6;95.21025;10.0;47.05882;23.0;77.38693;9.6;95.21025;0.0;100.0;78;70,8;17;52.0;138;67.72334;2;90.13213;11;73.33333;2;1;2;3;1;2;25;88,9;5;66.66667;39;90.86957;8;100.0;3;1;1;1;1;1;.54;.21;5;14.4;49;74,4;5;66.66667;11;95.21531;17.5;58.33333;5;3.5;4;5;0;15;85,0;;;;;;36.4;86.0;110;48,0 ;5.0;50;5.0;50;;;;2;33.33333;3.0;42.85714;1.0;14.28571;24.0;66;78,0;10;88.33333;58.3;52.22767;19.2;32.7;6.4;5.5;89;23.16667;61.45431;2.5;98.16514;0;100;87.15486;81;77,6;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;450;57.54717;500;58.33333;;;;;;;;;;;;;111;55,2;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;9.5;52.77778;3.0;3.5;0.5;2.5;137;34,6;0;29.5;31.7705;6.0;37.5;3.0;2.0;0.0;1
2019;53;Upper middle income;;68,8;;79,9;10.0;47.05882;23.0;77.38693;9.5;95.24633;10.0;47.05882;23.0;77.38693;9.5;95.24633;0.0;100.0;;70,8;17;52.0;138;67.72334;2;89.99669;11;73.33333;2;1;2;3;1;2;;85,1;5;66.66667;45;88.26087;7;87.5;2;1;1;1;1;1;1.78;1;5;14.4;;74,4;5;66.66667;11;95.21531;17.5;58.33333;5;3.5;4;5;0;;85,0;;;;;;34.5;87.9;;48,0 ;5.0;50;5.0;50;;;;2;33.33333;3.0;42.85714;1.0;14.28571;24.0;;78,0;10;88.33333;58.3;52.22767;19.2;32.7;6.4;5.5;89;23.16667;61.45431;2.5;98.16514;0;100;87.15486;;79,3;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;375;64.62264;420;65.0;;;;;;;;;;;;;;53,3;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;8.5;47.22222;3.0;2.5;0.5;2.5;;34,5;0;29.3;31.56396;6.0;37.5;3.0;2.0;0.0;1
2018;53;Upper middle income;;69,3;;81,6;9.0;52.94118;22.5;77.88945;8.6;95.6902;9.0;52.94118;22.5;77.88945;8.6;95.6902;0.0;100.0;;70,7;17;52.0;138;67.72334;2;89.92329;11;73.33333;2;1;2;3;1;2;;88,2;5;66.66667;45;88.26087;8;100.0;3;1;1;1;1;1;0;0;5;14.6;;74,4;5;66.66667;11;95.21531;17.5;58.33333;5;3.5;4;5;0;;85,0;;;;;;32.2;100.0;;48,0 ;5.0;50;5.0;50;;;;2;33.33333;3.0;42.85714;1.0;14.28571;24.0;;78,0;10;88.33333;58.3;52.22767;19.2;32.7;6.4;5.5;89;23.16667;61.45431;2.5;98.16514;0;100;87.15486;;79,3;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;375;64.62264;420;65.0;;;;;;;;;;;;;;53,3;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;8.5;47.22222;3.0;2.5;0.5;2.5;;34,4;0;29.1;31.33257;6.0;37.5;3.0;2.0;0.0;1
2017;53;Upper middle income;;67,7;;81,6;9.0;52.94118;22.5;77.88945;9.1;95.46925;9.0;52.94118;22.5;77.88945;9.1;95.46925;0.0;100.0;;70,6;17;52.0;138;67.72334;2.1;89.53591;11;73.33333;2;1;2;3;1;2;;88,2;5;66.66667;45;88.26087;8;100.0;3;1;1;1;1;1;0;0;5;24.5;;73,4;5;66.66667;19;91.38756;17.5;58.33333;5;3.5;4;5;0;;85,0;;;;;;30.5;100.0;;34,0 ;2.0;20;5.0;50;;;;3;50.0;3.0;42.85714;1.0;14.28571;17.0;;78,0;10;88.33333;58.3;52.22767;19.2;32.7;6.4;5.5;89;23.16667;61.45431;2.5;98.16514;0;100;87.15486;;79,3;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;375;64.62264;420;65.0;;;;;;;;;;;;;;53,3;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;8.5;47.22222;3.0;2.5;0.5;2.5;;33,4;0;27.2;29.24562;6.0;37.5;3.0;2.0;0.0;1
2016;53;Upper middle income;;67,7;;81,2;9.0;52.94118;23.0;77.38693;11.1;94.47356;9.0;52.94118;23.0;77.38693;11.1;94.47356;0.0;100.0;;70,7;17;52.0;138;67.72334;2.1;89.58038;11;73.33333;2;1;2;3;1;2;;88,1;5;66.66667;45;88.26087;8;100.0;3;1;1;1;1;1;0;0;5;25.7;;73,4;5;66.66667;19;91.38756;17.5;58.33333;5;3.5;4;5;0;;85,0;;;;;;27.5;100.0;;34,0 ;2.0;20;5.0;50;;;;3;50.0;3.0;42.85714;1.0;14.28571;17.0;;78,0;10;88.33333;58.2;52.4329;19.2;32.5;6.4;5.5;89;23.16667;61.45431;2.5;98.16514;0;100;87.15486;;79,9;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;346.6667;67.2956;400;66.66667;;;;;;;;;;;;;;53,3;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;8.5;47.22222;3.0;2.5;0.5;2.5;;33,1;0;26.7;28.7395;6.0;37.5;3.0;2.0;0.0;1
2015;53;Upper middle income;;;;81,1;9.0;52.94118;23.0;77.38693;11.5;94.26938;9.0;52.94118;23.0;77.38693;11.5;94.26938;0.0;100.0;;70,6;17;52.0;138;67.72334;2.1;89.37727;11;73.33333;2;1;2;3;1;2;;83,9;5;66.66667;55;83.91304;7;87.5;3;1;1;1;0;1;0;0;5;25.2;;;5;66.66667;19;91.38756;;;;;;;;;45,0;;;;;;27.4;100.0;;34,0 ;2.0;20;5.0;50;;;;3;50.0;3.0;42.85714;1.0;14.28571;17.0;;;24;65.0;58.2;52.4329;19.2;32.5;6.4;;;;;;;;;;;79,9;24;86.39053;26;89.53975;20;88.05031;80;71.68459;80;80.0;75;89.28571;346.6667;67.2956;400;66.66667;5;66.66667;5;76.92308;1020.0;86.71024;1070.0;87.54173;14.0;83.33333;14.0;83.87097;;;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;;;;;;;;33,0;0;26.5;28.52447;6.0;37.5;3.0;2.0;0.0;1
2014;53;Upper middle income;;;;81,1;9.0;52.94118;23.0;77.38693;11.9;94.02559;9.0;52.94118;23.0;77.38693;11.9;94.02559;0.0;100.0;;;17;52.0;138;67.72334;2.2;89.01757;;;;;;;;;;;5;66.66667;62;80.86957;;;;;;;;;;;;;;;5;66.66667;19;91.38756;;;;;;;;;45,0;3;30;6;100.0;9;25.4;100.0;;34,0 ;2.0;20;5.0;50;2.0;20;9.0;3;50.0;3.0;42.85714;1.0;14.28571;17.0;;;24;65.0;58.2;52.4329;19.2;32.5;6.4;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1076.564;85.47791;1129.336;86.48809;14.0;83.33333;14.0;83.87097;;;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;;;;;;;;31,9;0;24.5;26.39059;6.0;37.5;3.0;2.0;0.0;1
2013;53;Upper middle income;;;;67,5;12.0;35.29412;57.5;42.71357;15.8;92.11998;12.0;35.29412;57.5;42.71357;15.8;92.11998;0.0;100.0;;;21;36.0;152;63.68876;2.3;88.68557;;;;;;;;;;;5;66.66667;62;80.86957;;;;;;;;;;;;;;;5;66.66667;19;91.38756;;;;;;;;;;3;30;6;100.0;9;28.3;100.0;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;24;65.0;58.6;51.70708;19.5;32.5;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1097.672;85.01804;1119.625;86.66053;14.0;83.33333;14.0;83.87097;;;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;;;;;;;;30,9;0;22.5;24.22452;6.0;37.5;3.0;2.0;0.0;1
2012;53;Upper middle income;;;;64,3;12.0;35.29412;73.5;26.63317;9.8;95.09844;12.0;35.29412;73.5;26.63317;9.8;95.09844;0.0;100.0;;;23;28.0;202;49.27954;2.4;87.95584;;;;;;;;;;;5;66.66667;62;80.86957;;;;;;;;;;;;;;;5;66.66667;19;91.38756;;;;;;;;;;3;30;5;83.33333;8;25.5;78.9;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;32;51.66667;58.3;52.27779;19.2;32.5;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1325.348;80.05778;1359.624;82.39889;14.0;83.33333;14.0;83.87097;;;852.0;40.0;45.0;547.0;260.0;20.0;1.4;2.9;;;;;;;;30,7;0;22.2;23.90305;6.0;37.5;3.0;2.0;0.0;1
2011;53;Upper middle income;;;;64,2;12.0;35.29412;73.5;26.63317;10.1;94.92534;12.0;35.29412;73.5;26.63317;10.1;94.92534;0.0;100.0;;;23;28.0;202;49.27954;2.5;87.73363;;;;;;;;;;;5;66.66667;62;80.86957;;;;;;;;;;;;;;;6;58.33333;20.5;90.66986;;;;;;;;;;3;30;5;83.33333;8;23.3;64.8;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.3;52.27779;19.2;32.5;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1430.859;77.75907;1467.864;80.47689;14.0;83.33333;14.0;83.87097;;;852.0;40.0;;;;;;;;;;;;;;30,2;0;21.2;22.8233;6.0;37.5;3.0;2.0;0.0;1
2010;53;Upper middle income;;;;64,2;12.0;35.29412;73.5;26.63317;10.5;94.77373;12.0;35.29412;73.5;26.63317;10.5;94.77373;0.0;100.0;;;23;28.0;202;49.27954;2.5;87.34209;;;;;;;;;;;5;66.66667;62;80.86957;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;5;83.33333;8;24.3;56.0;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.1;52.49579;19.2;32.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1550.767;75.14669;1590.873;78.29262;14.0;83.33333;14.0;83.87097;;;852.0;40.0;;;;;;;;;;;;;;32,4;0;25.4;27.36806;6.0;37.5;3.0;2.0;0.0;1
2009;53;Upper middle income;;;;63,9;12.0;35.29412;74.0;26.13065;11.4;94.28739;12.0;35.29412;74.0;26.13065;11.4;94.28739;0.0;100.0;;;23;28.0;202;49.27954;2.7;86.39036;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;5;83.33333;8;14.6;51.6;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.1;52.5063;19.2;32.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1743.022;70.95814;1788.1;74.79047;18.0;75.0;18.0;77.41935;;;877.0;37.95082;;;;;;;;;;;;;;32,4;0;25.4;27.36806;6.0;37.5;3.0;2.0;0.0;1
2008;53;Upper middle income;;;;59,8;12.0;35.29412;90.0;10.05025;12.7;93.66129;12.0;35.29412;90.0;10.05025;12.7;93.66129;0.0;100.0;;;23;28.0;197;50.72046;2.9;85.27459;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;5;83.33333;8;6.1;52.7;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.1;52.49579;19.2;32.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1758.662;70.61738;1807.971;74.43763;18.0;75.0;18.0;77.41935;;;877.0;37.95082;;;;;;;;;;;;;;31,2;0;23.1;24.82961;6.0;37.5;3.0;2.0;0.0;1
2007;53;Upper middle income;;;;60,5;12.0;35.29412;87.0;13.06533;12.5;93.7695;12.0;35.29412;87.0;13.06533;12.5;93.7695;0.0;100.0;;;23;28.0;197;50.72046;3.3;83.39037;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;4;66.66667;7;2.5;39.2;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.1;52.49579;19.2;32.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;1952.106;66.40292;2006.838;70.90635;36.0;37.5;35.0;50.0;;;877.0;37.95082;;;;;;;;;;;;;;28,2;0;17.6;18.90606;6.0;37.5;3.0;2.0;0.0;1
2006;53;Upper middle income;;;;59,8;12.0;35.29412;90.0;10.05025;12.6;93.68926;12.0;35.29412;90.0;10.05025;12.6;93.68926;0.0;100.0;;;23;28.0;197;50.72046;3.5;82.57788;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;0;0.0;3;2.1;4.5;;;2.0;20;5.0;50;2.0;20;9.0;;;;;;;;;;43;33.33333;58.1;52.49579;19.2;32.3;6.6;;;;;;;;;;;;;;;;;;;;;;;;;;;;5;66.66667;5;76.92308;2159.492;61.88472;2220.038;67.12057;36.0;37.5;35.0;50.0;;;877.0;37.95082;;;;;;;;;;;;;;28,5;0;18.2;19.58169;6.0;37.5;3.0;2.0;0.0;1
2005;53;Upper middle income;;;;59,5;12.0;35.29412;90.0;10.05025;14.7;92.62706;12.0;35.29412;90.0;10.05025;14.7;92.62706;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6;58.33333;21;90.43062;;;;;;;;;;3;30;0;0.0;3;1.6;4.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;877.0;37.95082;;;;;;;;;;;;;;28,0;0;17.1;18.42917;6.0;37.5;3.0;2.0;0.0;1
2004;53;Upper middle income;;;;59,4;12.0;35.29412;90.0;10.05025;15.6;92.18768;12.0;35.29412;90.0;10.05025;15.6;92.18768;0.0;100.0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;877.0;37.95082;;;;;;;;;;;;;;27,8;0;16.9;18.17633;6.0;37.5;3.0;2.0;0.0;1
2020;54;Lower middle income;110;60,7;28;93,7;4.0;82.35294;6.0;94.47236;2.7;98.63262;4.0;82.35294;6.0;94.47236;2.7;98.63262;2.7;99.31631;152;57,4;22;32.0;163;60.51873;5.9;70.45692;10;66.66667;2;1;2;2;1;2;141;59,2;8;16.66667;53;84.78261;5;62.5;0;1;1;1;1;1;14.42;18;5;12.6;112;58,6;5;66.66667;39;81.81818;10;33.33333;3;2;0;6;-1;48;70,0;;;;;;0.0;22.1;120;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;114;68,0;25;63.33333;50.1;65.16847;8.8;23.3;17.9;64;0;12.88095;81.3109;13.5;77.98165;0;100;64.82314;163;52,4;84;50.88757;89.14286;63.12014;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;;;;;;;;;;;;;94;57,6;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;9.5;52.77778;4.5;2.5;0.0;2.5;85;47,9;0;36.8;39.62189;9.0;56.25;2.0;5.5;0.5;1
2019;54;Lower middle income;;58,3;;93,7;4.0;82.35294;6.0;94.47236;2.7;98.661;4.0;82.35294;6.0;94.47236;2.7;98.661;2.7;99.3305;;57,5;22;32.0;163;60.51873;5.8;70.81069;10;66.66667;2;1;2;2;1;2;;59,4;8;16.66667;53;84.78261;5;62.5;0;1;1;1;1;1;15;23;5;11.8;;58,2;5;66.66667;39;81.81818;9.5;31.66667;3;1.5;0;6;-1;;70,0;;;;;;0.3;9.6;;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;;46,5;63;0.0;50.1;65.16847;8.8;23.3;17.9;64;0;54.16667;1.608752;13.5;77.98165;0;100;44.8976;;52,4;84;50.88757;89.14286;63.12014;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;;;;;;;;;;;;;;55,7;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;8.5;47.22222;4.5;1.5;0.0;2.5;;48,0;0;36.9;39.75265;9.0;56.25;2.0;5.5;0.5;1
2018;54;Lower middle income;;53,0;;90,0;5.0;76.47059;8.0;92.46231;16.5;91.75825;5.0;76.47059;8.0;92.46231;16.5;91.75825;2.8;99.2895;;55,6;22;32.0;163;60.51873;6;69.78876;9;60.0;2;0;2;2;1;2;;55,6;8;16.66667;55;83.91304;4;50.0;0;1;1;1;1;0;15;19;5;12;;56,7;6;58.33333;30;86.1244;9.5;31.66667;3;1.5;0;6;-1;;30,0;;;;;;0.3;4.0;;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;;44,0;63;0.0;50.1;65.16847;8.8;23.3;17.9;64;0;54.16667;1.608752;13.5;77.98165;0;100;44.8976;;52,4;84;50.88757;89.14286;63.12014;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;;;;;;;;;;;;;;55,7;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;8.5;47.22222;4.5;1.5;0.0;2.5;;47,8;0;36.6;39.37841;9.0;56.25;2.0;5.5;0.5;1
2017;54;Lower middle income;;51,0;;89,9;5.0;76.47059;7.0;93.46734;18.9;90.52961;5.0;76.47059;7.0;93.46734;18.9;90.52961;3.3;99.18359;;35,8;26;16.0;373;0.0;6.6;67.09621;9;60.0;2;0;2;2;1;2;;54,7;8;16.66667;55;83.91304;4;50.0;0;1;1;1;1;0;56;42;5;13.9;;56,4;6;58.33333;30;86.1244;9.5;31.66667;3;1.5;0;6;-1;;30,0;;;;;;0.3;2.3;;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;;43,5;63;0.0;51.3;63.29763;8.8;23.3;19.1;64;0;54.16667;1.608752;13.5;77.98165;0;100;44.8976;;52,4;84;50.88757;89.14286;63.12014;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;;;;;;;;;;;;;;55,7;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;8.5;47.22222;4.5;1.5;0.0;2.5;;49,1;0;39.0;42.00442;9.0;56.25;2.0;5.5;0.5;1
2016;54;Lower middle income;;50,3;;90,0;5.0;76.47059;7.0;93.46734;18.6;90.72449;5.0;76.47059;7.0;93.46734;18.6;90.72449;3.2;99.20039;;35,0;25;20.0;373;0.0;4;80.01607;6;40.0;1;0;0;2;1;2;;54,2;8;16.66667;59;82.17391;4;50.0;0;1;1;1;1;0;40.03;20.02;5;12.6;;56,5;6;58.33333;30;86.1244;9.5;31.66667;3;1.5;0;6;-1;;30,0;;;;;;0.3;0.0;;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;;43,2;63;0.0;51.9;62.35702;8.8;23.3;19.7;64;0;54.16667;1.608752;13.5;77.98165;0;100;44.8976;;52,4;84;50.88757;89.14286;63.12014;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;;;;;;;;;;;;;;53,0;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;7.0;38.88889;3.0;1.5;0.0;2.5;;47,0;0;35.1;37.80971;9.0;56.25;2.0;5.5;0.5;1
2015;54;Lower middle income;;;;89,8;5.0;76.47059;7.0;93.46734;20.0;90.01838;5.0;76.47059;7.0;93.46734;20.0;90.01838;3.4;99.13952;;34,6;25;20.0;373;0.0;4.3;78.49477;6;40.0;1;0;0;2;1;2;;53,5;8;16.66667;59;82.17391;4;50.0;0;1;1;1;1;0;49.3;24.65;5;12.1;;;6;58.33333;30;86.1244;;;;;;;;;30,0;;;;;;3.2;0.0;;42,0 ;7.0;70;1.0;10;;;;4;66.66667;2.0;28.57143;2.0;28.57143;21.0;;;63;0.0;51.9;62.35702;8.8;23.3;19.7;;;;;;;;;;;48,7;84;50.88757;161.1429;32.99462;238.7143;0.0;125.1429;55.50435;136.1111;65.97222;266.6667;61.90476;422.5714;60.13477;455.7143;62.02381;9;22.22222;13;15.38462;1390.0;78.64924;1960.0;71.73805;25.0;60.41667;32.0;54.83871;;;525.0;66.80328;25.0;150.0;350.0;16.7;15.0;10.0;;;;;;;;45,0;0;31.3;33.68002;9.0;56.25;2.0;5.5;0.5;1
